,text,emotion,clean_text
3564,i feel xs more indecisive,fear,xs indecisive
3565,i sat down at the computer feeling nervous excited and more than a little silly,fear,sat computer nervous excited little silly
3566,i have kept quiet when someone did or said something hurtful and not said what i was feeling because i did not want to be rude,anger,kept quiet someone said something hurtful said want rude
3567,i came to this realization that i was often feeling blamed or being blamed for things that were utterly outside of my control,sadness,came realization often blamed blamed things utterly outside control
3568,i have been feeling so bad that he has to be coherent and deal with teenagers all week,sadness,bad coherent deal teenagers week
3569,i was feeling very unsure as to whether or not i should continue to blog at all,fear,unsure whether continue blog
3570,i will never forget that walk out of the doctor s office that afternoon feeling so determined not take for granted my health again,joy,never forget walk doctor office afternoon determined take granted health
3571,i continue to feel inspired by the strong runner she has become this year,joy,continue inspired runner become year
3572,i hate the feeling of being disliked and it seems as though its very common for me,sadness,hate disliked seems though common
3573,i feel miserable after my break up self,sadness,miserable break self
3574,i feel like i m a very very dangerous human being right now,anger,like dangerous human right
3575,i feel very strongly that the only way to eat cornbread is if its sweet cornbread with butter and honey dripping off each piece,love,strongly way eat cornbread sweet cornbread butter honey dripping piece
3576,i really had prepared ourselves for the worst but we both had the innate feeling that everything was fine,joy,really prepared worst innate everything fine
3577,i feel paranoid when i wear makeup out,fear,paranoid wear makeup
3578,i feel generous sometimes and feed a little of those savings to the birds,love,generous sometimes feed little savings birds
3579,i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,joy,love combination lavender orange scent free substitute fragrance oil essential oils wish
3580,i feel like we just rushed around trying to see things its still quite beautiful,anger,like rushed around trying see things still quite beautiful
3581,i search search search and very rarely feel satisfied with the solutions found,joy,search search search rarely satisfied solutions found
3582,i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,anger,petty moaning annoying keeping stuff bag room ask always say keeping stop bathroom getting cluttered
3583,im feeling that joy every day with some of the most gorgeous people ive ever met and hope this thanksgiving you felt the same,joy,joy every day gorgeous people ever met hope thanksgiving
